expression,reading,meaning,tags,guid
戻る,もどる,to return (v.i.); to come back,Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,g9-rOAl2<k
研究,けんきゅう,"study, research, investigation",JLPT JLPT_N4,"r,JjBHrK!8"
ケーキ,ケーキ,cake,Genki Genki_Ln.13 JLPT JLPT_N4,iADgmRoi>q
草,くさ,grass,JLPT JLPT_N4,CRSs:E15FF
込む,こむ,to be crowded,JLPT JLPT_N4,C3zU]</XPv
この頃,このごろ,"these days, nowadays",Genki Genki_Ln.10 JLPT JLPT_N4,F2eeT8$KYX
訪ねる,たずねる,to visit,JLPT JLPT_N4,l{^{>8a$f>
下げる,さげる,to lower (v.t.); to hang,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,mC:cy`3AnB
花見,はなみ,cherry-blossom viewing,JLPT JLPT_N4,ulvW_e[_zQ
途中,とちゅう,"on the way, midway",JLPT JLPT_N4,"qP[3T,bvTy"
入院,にゅういんする,hospitalization,JLPT JLPT_N4,iB?^g:!ksb
乗り換える,のりかえる,"to transfer (trains), to change (bus, train, etc.)",JLPT JLPT_N4,Fu#~2.ajY<
別れる,わかれる,"to part from, to separate",JLPT JLPT_N4,ova[fXA&]m
～町,～ちょう,the town of ~,JLPT JLPT_N4,"mf84}],`T,"
安全,あんぜん,"safety, security",JLPT JLPT_N4,x>KuTt~>`B
看護婦,かんごふ,(female) nurse,JLPT JLPT_N4,Mvt??7-[{v
見物,けんぶつ,sightseeing,JLPT JLPT_N4,z/6V9+.-]v
相談,そうだんする,consultation,JLPT JLPT_N4,"h,~$1#Tmi]"
ガソリンスタンド,ガソリンスタンド,"gas station, service station",JLPT JLPT_N4,NoACr|m()D
テニス,テニス,tennis,Genki Genki_Ln.3 JLPT JLPT_N4,Bm|4X!fT~f
眠る,ねむる,to sleep,JLPT JLPT_N4,H2kKiMD`}M
上がる,あがる,"to rise, to go up",JLPT JLPT_N4,cvVez@U$xD
翻訳,ほんやく,translation,Intermediate_Japanese_Ln.8 JLPT JLPT_N4,q5u{4?O6M1
食事,しょくじする,meal,JLPT JLPT_N4,K<!4=Wx(&)
お陰,おかげ,thanks or owing to,JLPT JLPT_N4,y:GH2MLVp!
娘,むすめ,daughter (humble),JLPT JLPT_N4,D>Uc.0t(Pv
湯,ゆ,hot water,JLPT JLPT_N4,qZk(zY%Dgg
競争,きょうそう,"competition, contest",JLPT JLPT_N4,G%KC6%zs?X
会議,かいぎ,business meeting; conference,Genki Genki_Ln.21 JLPT JLPT_N4,O^:<Y%-[JT
湖,みずうみ,lake,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,pP3.DL~IX-
集まる,あつまる,"to gather (v.i.), to collect",Intermediate_Japanese_Ln.7 JLPT JLPT_N4,dj|VykRm7g
～にくい,～にくい,difficult to do ~,JLPT JLPT_N4,m7`CbDBUYU
生活,せいかつする,"living, life; to live",JLPT JLPT_N4,w`Fz_<nW/g
糸,いと,thread,JLPT JLPT_N4,IpR-(E.>}{
関係,かんけい,"relation(ship), connection",JLPT JLPT_N4,A95yiv24#q
ピアノ,ピアノ,piano,Genki Genki_Ln.9 JLPT JLPT_N4,l~WqV~#3P+
～目,～め,"number ~ sequence, ~nd; ~th",JLPT JLPT_N4,E~pd/+U#PU
番組,ばんぐみ,broadcast program,Genki Genki_Ln.15 JLPT JLPT_N4,A~P5;`m>{J
急,きゅう,"urgent, sudden; steep",JLPT JLPT_N4,tI;p#VWdsZ
棚,たな,"shelves, rack",JLPT JLPT_N4,u[EB{0+w?@
木綿,もめん,cotton,JLPT JLPT_N4,C1;C=MJBjh
輸出,ゆしゅつする,export,JLPT JLPT_N4,tgSB[Csamk
タイプ,タイプ,"type, style",JLPT JLPT_N4,GKLj7~1p[w
すり,すり,pickpocket,JLPT JLPT_N4,"LZR2]zL[V,"
嬉しい,うれしい,to be happy; to be glad,Genki Genki_Ln.13 JLPT JLPT_N4,"d;<k5,X?rJ"
アルコール,アルコール,alcohol,JLPT JLPT_N4,g3}Or~C[qU
ソフト,ソフト,soft; soft hat; software,JLPT JLPT_N4,D1{]Y{P=2b
神社,じんじゃ,Shinto shrine,JLPT JLPT_N4,"p-k,[(f(jy"
大分,だいぶ,"fairly well, to a large extent, considerably, pretty much",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,F=YkB>ku|#
楽しみ,たのしみ,"pleasure, joy",JLPT JLPT_N4,bsnv=TM#%{
趣味,しゅみ,hobby; pastime,Genki Genki_Ln.20 JLPT JLPT_N4,NkyAEs05(h
電報,でんぽう,telegram,JLPT JLPT_N4,d~+A[2;3vQ
家内,かない,(one's own) wife,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,JMHIMXzaOu
指,ゆび,finger,JLPT JLPT_N4,mOnb%$R^21
これから,これから,"from now on, after this",JLPT JLPT_N4,xyC3_bE-{d
たまに,たまに,occasionally,JLPT JLPT_N4,Op~e1|~DMP
社会,しゃかい,society,JLPT JLPT_N4,br3q(Z|Zbk
