expression,reading,meaning,tags,guid
どっち,どっち,"which one, which way",Genki Genki_Ln.10 JLPT JLPT_5 JLPT_N5,"PxI,t`JQ.N"
とても,とても,"very (much), greatly, exceedingly",Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,t]2-1h#)V/
どなた,どなた,who,JLPT JLPT_5 JLPT_N5,Ll)TbcW$yb
隣,となり,"next to, next door to",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,GigT2yQ[2E
どの,どの,which,JLPT JLPT_5 JLPT_N5,H+g1ci<Mvc
飛ぶ,とぶ,"to fly, to hop",JLPT JLPT_5 JLPT_N5,wLF5gUV](>
止まる,とまる,to come to a halt,JLPT JLPT_5 JLPT_N5,Q+OrrzleWd
友達,ともだち,friend,Genki Genki_Ln.1 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,E)w$/p&I#O
土曜日,どようび,Saturday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,Q%+.*M.E9m
鳥,とり,"chicken (lit., bird)",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,lc>;F##&%m
鶏肉,とりにく,chicken meat,JLPT JLPT_5 JLPT_N5,dL<c9&FvJF
取る,とる,to take (a class); to get (a grade),Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,bLpD3ABv2g
撮る,とる,"to take (a photo), to make (a film)",JLPT JLPT_5 JLPT_N5,w7O/i=vkEI
どれ,どれ,which one,Genki Genki_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,icGG-;4x}M
どんな,どんな,"what, what kind of",JLPT JLPT_3 JLPT_5 JLPT_N5,PZ~[>!hd8m
ない,ない,"there isn't, doesn't have",JLPT JLPT_5 JLPT_N5,I08@<2+DPk
ナイフ,ナイフ,knife,JLPT JLPT_5 JLPT_N5,domhg)5M&Q
中,なか,"inside, middle, among",JLPT JLPT_3 JLPT_5 JLPT_N5,rVjcK=lE15
長い,ながい,"long, lengthy",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_2 JLPT_5 JLPT_N5,EHO`14{d-(
鳴く,なく,to make sound (animal),JLPT JLPT_5 JLPT_N5,"ivpv*G,Zm%"
無くす,なくす,to lose something,JLPT JLPT_3 JLPT_5 JLPT_N5,dteDI+R~`W
なぜ,なぜ,why (same as どうして),Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,Cvs*YiG5BD
夏,なつ,summer,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"P,[b8Eh|6R"
夏休み,なつやすみ,summer vacation,JLPT JLPT_5 JLPT_N5,D=cA)b0@~(
～など,～など,et cetera,JLPT JLPT_3 JLPT_5 JLPT_N5,"e(]O3py,;2"
七つ,ななつ,seven things,Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,G25u:w`9Xu
何,なん; なに,what,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,g<hW@mElnM
七日,なのか,seven days; seventh day (of the month),Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,I|+G2AT>J]
名前,なまえ,name,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,e6o_CEx8)b
習う,ならう,to learn,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,iV+xor)WZT
並ぶ,ならぶ,"to line up, to stand in a line (v.i.)",Intermediate_Japanese Intermediate_Japanese_Ln.7 JLPT JLPT_5 JLPT_N5,nIHPO#>_}+
並べる,ならべる,to put (things) side by side; to line up,Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,n!B94UfoT6
なる,なる,to become,Genki Genki_Ln.10 JLPT JLPT_3 JLPT_5 JLPT_N5,ukKTUxR2lk
何～,なん～,what sort of ~,JLPT JLPT_5 JLPT_N5,C!@pB0L*^>
二,に,two,JLPT JLPT_5 JLPT_N5,uzD!:&B)8|
にぎやか,にぎやか,"bustling, busy",JLPT JLPT_5 JLPT_N5,cIb<bg#^)L
肉,にく,meat,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go(gh2eIxK
西,にし,west,JLPT JLPT_5 JLPT_N5,D!YA^58RBg
～日,～にち,"~ day of the month, for ~ days",JLPT JLPT_5 JLPT_N5,DbJ@Azg05L
日曜日,にちようび,Sunday,Genki Genki_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,XSi31p{-G
荷物,にもつ,luggage; baggage,Genki Genki_Ln.6 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,MH72iI!<]q
ニュース,ニュース,news,Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,"iHtE.]1*,&"
庭,にわ,garden,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,f&>q3YTU?H
～人,～にん,counter for people,JLPT JLPT_5 JLPT_N5,FNnJ8yNPin
脱ぐ,ぬぐ,to take off (clothes),Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,cM_g)oAQIs
温い,ぬるい,lukewarm,JLPT JLPT_3 JLPT_5 JLPT_N5,"gfQAF/k(q,"
ネクタイ,ネクタイ,"tie, necktie",Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,AQO{m&veen
猫,ねこ,cat,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,x^.ijbc4Mz
寝る,ねる,to sleep; to go to sleep; to go to bed,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,PAI>}YTMT!
～年,～ねん,~ years,JLPT JLPT_5 JLPT_N5,"gYAXz}z6O,"
ノート,ノート,notebook,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Go~p$PSFcm
登る,のぼる,to climb,JLPT JLPT_3 JLPT_5 JLPT_N5,unM=ha?S3d
飲み物,のみもの,"drink, beverage",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,"k?X,84{EZ8"
飲む,のむ,to drink,JLPT JLPT_5 JLPT_N5,C;cf;f4#r6
乗る,のる,"to get on, to ride in, to board",JLPT JLPT_3 JLPT_5 JLPT_N5,J~ykS_Bo0m
歯,は,tooth,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.12 JLPT JLPT_5 JLPT_N5,J1;2F+tdr`
パーティー,パーティー,a party,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O}o_r|!syk
はい,はい,yes,Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,Q.;:Q&Nmh}
～杯,～はい,counter for cupfuls,JLPT JLPT_5 JLPT_N5,JTOz#Az0jW
灰皿,はいざら,ashtray,JLPT JLPT_5 JLPT_N5,mAdBNp<Jp$
入る,はいる,"to enter, to contain, to hold",JLPT JLPT_5 JLPT_N5,zZFQIc).TB
葉書,はがき,postcard,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,jer83m7P=.
はく,はく,to put on (items below your waist),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,oRjJ`o{id)
箱,はこ,box,JLPT JLPT_5 JLPT_N5,D@BX&%Fydt
橋,はし,bridge,JLPT JLPT_3 JLPT_5 JLPT_N5,gMcz>SvPjQ
箸,はし,chopsticks,Genki Genki_Ln.8 JLPT JLPT_3 JLPT_5 JLPT_N5,vlWz[4OAnE
始まる,はじまる,(something) begins,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,g7#i$_:K%6
初め; 始め,はじめ,"beginning, start",JLPT JLPT_3 JLPT_5 JLPT_N5,Po{k$4o=i}
初めて,はじめて,for the first time,Genki Genki_Ln.12 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,FM~Al0*F*3
走る,はしる,to run,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,"B)($ycG+,c"
バス,バス,bus; bath; bass,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_1 JLPT_5 JLPT_N5,nF2zK|?mh~
バター,バター,butter,JLPT JLPT_5 JLPT_N5,bep_D~c3Ed
二十歳,はたち,20 years old,JLPT JLPT_3 JLPT_5 JLPT_N5,"s,}HT(8Tzb"
働く,はたらく,to work,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.9 JLPT JLPT_5 JLPT_N5,fCkP4x.Nco
八,はち,eight,JLPT JLPT_5 JLPT_N5,maEI.lHT3>
二十日,はつか,"twenty days, twentieth (day of the month)",JLPT JLPT_5 JLPT_N5,mmn=3%}>}J
花,はな,flower,JLPT JLPT_5 JLPT_N5,js_smr~4Ak
鼻,はな,nose,JLPT JLPT_5 JLPT_N5,"Ft8Z7qnLG,"
話,はなし,"talk (chat), story",Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,A(<B}*ZSa_
話す,はなす,to speak,JLPT JLPT_3 JLPT_5 JLPT_N5,d]>`2&`x#1
母,はは,(my) mother,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,I?S_Xs1PT;
早い,はやい,early,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,J6yYVxGFN*
速い,はやい,"fast, quick",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,pfU@DZ;h3^
春,はる,spring,Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,mlEwn=b[H<
貼る,はる,to post; to paste; to attach,Genki Genki_Ln.21 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,zI5j%aDV0.
晴れ,はれ,clear (sunny) weather,Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,nBD2D7_?kw
晴れる,はれる,to be sunny,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,ATM=j&::X;
半,はん,"half (e.g., にじはん | half-past two)",Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,s%lRHov]`n
晩,ばん,evening,JLPT JLPT_3 JLPT_5 JLPT_N5,hO?dVEN`5B
～番,～ばん,~st; ~th best,JLPT JLPT_5 JLPT_N5,b/wgPDiVBg
パン,パン,bread,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,FI2Z[9I*9Q
ハンカチ,ハンカチ,handkerchief,JLPT JLPT_5 JLPT_N5,yU4LCXkUnv
番号,ばんごう,"number, series of digits",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,c^xE))av$-
晩御飯,ばんごはん,"dinner, evening meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,HihAr>C::*
半分,はんぶん,half,JLPT JLPT_5 JLPT_N5,DN!/&cg9bL
東,ひがし,east,JLPT JLPT_5 JLPT_N5,"pI3YEa2,3t"
～匹,～ひき,counter for small animals,JLPT JLPT_5 JLPT_N5,ivmKu+!yZ}
引く,ひく,"to pull, to draw; subtract",JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,tVVM)ZI7wM
弾く,ひく,to play (a string instrument or piano),Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,HK}b0#P-HS
低い,ひくい,"short, low",JLPT JLPT_5 JLPT_N5,BBr{:lP!;x
飛行機,ひこうき,airplane,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,OUQ4o:]Va=
左,ひだり,left hand side,JLPT JLPT_5 JLPT_N5,h_@t6d`1:*
人,ひと,"man, person",Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,ya&#4:D}>{
一つ,ひとつ,one thing,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,lMwiFE;gTW
一月,ひとつき,one month,JLPT JLPT_5 JLPT_N5,JU.k{Nz*{h
一人,ひとり,one person,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,rOUMQ8LZ5<
暇,ひま,"free time, leisure",JLPT JLPT_5 JLPT_N5,urDxNZnrq<
百,ひゃく,hundred,JLPT JLPT_5 JLPT_N5,J;(UasY_=O
病院,びょういん,hospital,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,<+#t;D=L-
病気,びょうき,illness; sickness,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ibs3I0!xB|
平仮名,ひらがな,hiragana,JLPT JLPT_5 JLPT_N5,k}y1F@5e8u
昼,ひる,"noon, daytime",JLPT JLPT_5 JLPT_N5,i8$:v@D8x1
昼御飯,ひるごはん,"lunch, midday meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,JGK7M1P.PA
広い,ひろい,spacious; wide; broad,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,nThxsh#3~a
フィルム,フィルム,film (roll of),JLPT JLPT_5 JLPT_N5,w#JO*~D@<H
封筒,ふうとう,envelope,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,JaXU6BSc-h
プール,プール,swimming pool,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,J.!iKtAY)1
フォーク,フォーク,fork,JLPT JLPT_5 JLPT_N5,Q#>HBX67;#
吹く,ふく,"to blow (wind, etc.)",Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,mo@qiT7%d3
服,ふく,clothes,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,G;N&<jI3Ep
二つ,ふたつ,two things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,A@M*oG}Fjm
豚肉,ぶたにく,pork,JLPT JLPT_5 JLPT_N5,N1fM*9;kPY
二人,ふたり,two people,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,yRF#3ntAGH
二日,ふつか,two days; second day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,dRYcz7jSL;
太い,ふとい,"fat, thick",JLPT JLPT_5 JLPT_N5,LD`2@7dG9a
冬,ふゆ,winter,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,reZ;<Y^{LL
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,q(<}4NV?U@
古い,ふるい,"old (in reference to objects, not people), aged, ancient",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,gH<g@fkLje
～分,～ふん,~ minutes,JLPT JLPT_5 JLPT_N5,chUnU+#xr]
文章,ぶんしょう,"sentence, text",JLPT JLPT_5 JLPT_N5,F&}@z14/*V
ページ,ページ,a page,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,jR*]a[JBx$
下手,へた,"unskillful, poor",JLPT JLPT_5 JLPT_N5,zx]n<UpO/Q
ベッド,ベッド,bed,JLPT JLPT_5 JLPT_N5,mm(#F~5?W7
ペット,ペット,pet,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,Gm:f8t8t/V
部屋,へや,a room,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,"cB,rGZ.;c."
辺,へん,"area, vicinity",JLPT JLPT_5 JLPT_N5,"v^uJ@o,r7C"
ペン,ペン,pen,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PpbmxKp]%S
勉強,べんきょう (する),study,JLPT JLPT_3 JLPT_5 JLPT_N5,P|N-mC4itp
便利,べんり,"convenient, handy",JLPT JLPT_5 JLPT_N5,NSM1sxi#q3
帽子,ぼうし,hat; cap,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,whud$h6Xsa
ボールペン,ボールペン,ball-point pen,JLPT JLPT_5 JLPT_N5,A1a57pRAi*
外,ほか,"other, the rest",JLPT JLPT_3 JLPT_5 JLPT_N5,q-Rsw+YG/*
ポケット,ポケット,pocket,JLPT JLPT_5 JLPT_N5,PrdL>hhb^[
欲しい,ほしい,"to want, in need of",JLPT JLPT_5 JLPT_N5,"IB/)D,[pe$"
ポスト,ポスト,"mailbox; post, position",JLPT JLPT_5 JLPT_N5,CSDW$^FNBN
細い,ほそい,"thin, slender, fine",JLPT JLPT_5 JLPT_N5,zm=f9J*i)W
ボタン,ボタン,button,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b
ホテル,ホテル,hotel,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`
本,ほん,book,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX
～本,～ほん,counter for long cylindrical things,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$
本棚,ほんだな,bookshelf,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9
本当,ほんとう,"real, true",JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E
～枚,～まい,counter for flat things,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m
毎朝,まいあさ,every morning,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+
毎月,まいげつ; まいつき,"every month, monthly",JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj
毎週,まいしゅう,every week,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G
毎日,まいにち,every day,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1"
毎年,まいねん; まいとし,"every year, yearly, annually",JLPT JLPT_5 JLPT_N5,cLTCt({=p{
毎晩,まいばん,every night,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be
前,まえ,"before, in front",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O
～前,～まえ,in front of ~,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<
曲る,まがる,"to turn, to bend",JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n
まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)",Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF
また,また,and; furthermore,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2
まだ,まだ,"yet, still, besides",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC
町,まち,town; city,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ
待つ,まつ,to wait,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$
まっすぐ,まっすぐ,"straight (ahead), direct",JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN
マッチ,マッチ,match,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l
窓,まど,window,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq
丸い; 円い,まるい,"round, circular",JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~
万,まん,ten thousand,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df
万年筆,まんねんひつ,fountain pen,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I
磨く,みがく,to brush (teeth); to polish,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-
右,みぎ,right hand side,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6
短い,みじかい,short (length),Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>
水,みず,water,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe
店,みせ,"store, shop",Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ
見せる,みせる,"to show, to display",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:
道,みち,"road, street; way, directions",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L
三日,みっか,"three days, third day of the month",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>"
三つ,みっつ,three things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ
緑,みどり,green,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-
皆さん,みなさん,"all of you, everyone",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/
南,みなみ,South,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_
耳,みみ,ear,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo
見る,みる,"to see, to look",JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--
みんな,みんな,"all, everyone, everybody",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E)
六日,むいか,six days; sixth day of month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY
向こう,むこう,"beyond, over there",JLPT JLPT_5 JLPT_N5,mQG@k1[%|C
難しい,むずかしい,difficult,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y
六つ,むっつ,six things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)"
村,むら,village,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,INP.Ccu#He
目,め,eye(s),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,dhfW}%pIM+
メートル,メートル,meter,JLPT JLPT_5 JLPT_N5,BPMIO$2k{i
眼鏡,めがね,eye glasses,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,OGc^3PJcd3
もう,もう,already; again; more,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,C9[8>(KXKL
木曜日,もくようび,Thursday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,k#-z20ZxXI
もしもし,もしもし,Hello? (used on the phone),Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,nnhl#WnLYa
持つ,もつ,"to hold, to carry; to possess",JLPT JLPT_5 JLPT_N5,A&O@O/^cS;
もっと,もっと,more,Genki Genki_Ln.11 JLPT JLPT_3 JLPT_5 JLPT_N5,OqdI=b3^K`
物,もの,thing (concrete object),Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,"z6=4|ALO,V"
門,もん,gate,JLPT JLPT_5 JLPT_N5,H&[yCKRvgq
問題,もんだい,a problem,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,Eh6&Bnk+Z%
～屋,～や,~ shop,JLPT_N5,ht#2@^87+]
八百屋,やおや,greengrocer,JLPT JLPT_5 JLPT_N5,C[.TX0anRy
野菜,やさい,vegetable,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,qVg2VfFKQ;
易しい,やさしい,"easy, plain, simple",JLPT JLPT_5 JLPT_N5,O&W|&R47Dm
安い,やすい,inexpensive; cheap (things),Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,ie=X%ZqpqO
休み,やすみ,holiday; day off; absence,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,J*/c5_R!J=
休む,やすむ,"to rest, to have a break, to get time off",JLPT JLPT_5 JLPT_N5,i~a&f>8]D[
八つ,やっつ,eight things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,F=`<QfuMn*
山,やま,mountain,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,FM#``XMUDZ
やる,やる,"to do; to give (to pets, parents, siblings, etc.)",Genki Genki_Ln.21 JLPT JLPT_4 JLPT_5 JLPT_N5,"ee,Y5GOGX?"
夕方,ゆうがた,"late afternoon (typically just before dinner time), evening",Genki Genki_Ln.18 Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,wr(&N+9Gfn
夕飯,ゆうはん,"dinner, supper, evening meal",JLPT JLPT_4 JLPT_5 JLPT_N5,x@-+;z#Bdx
郵便局,ゆうびんきょく,post office,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,E9^vm]j#7*
昨夜,ゆうべ,last night,JLPT JLPT_3 JLPT_5 JLPT_N5,h5wsUbx`&$
有名,ゆうめい,famous,JLPT JLPT_5 JLPT_N5,cV2lu-%dm7
雪,ゆき,snow,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,jr0utv~KvB
ゆっくりと,ゆっくりと,"slowly, at ease",JLPT JLPT_5 JLPT_N5,w_ef65R9#}
八日,ようか,eight days; eighth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,Fd}WQ7nZj^
洋服,ようふく,Western-style clothes,JLPT JLPT_5 JLPT_N5,uv*)pIfBA|
よく,よく,"frequently, often (much); well, skillfully",Genki Genki_Ln.14 Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Fz[l>+!/Hl
横,よこ,beside; side; width,Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,C?K**~xaVS
四日,よっか,four days; fourth day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,s(2D4IDk2]
四つ,よっつ,four things,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,BL9b_E4!L$
呼ぶ,よぶ,to call (one's name); to invite,Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,zV4mur-%tO
読む,よむ,to read,JLPT JLPT_5 JLPT_N5,G8F?CvYLz|
夜,よる,"evening, night",Genki Genki_Ln.6 JLPT JLPT_3 JLPT_5 JLPT_N5,lj*phUSR[b
弱い,よわい,weak,JLPT JLPT_5 JLPT_N5,x)3Ur1<az7
来月,らいげつ,next month,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,O/Q*jP:8c|
来週,らいしゅう,next week,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,h}c~#8X!n;
来年,らいねん,next year,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,"mvNiHK,T4b"
ラジオ,ラジオ,radio,Genki Genki_Ln.14 JLPT JLPT_5 JLPT_N5,wyqA~/nA@+
ラジオカセ,ラジオカセ,radio cassette player,JLPT JLPT_5 JLPT_N5,"eBPF6I+,&0"
りっぱ,りっぱ,"splendid, fine",JLPT JLPT_3 JLPT_5 JLPT_N5,J%`%&)W1.O
留学生,りゅうがくせい,international student,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,n89-KYTMQf
両親,りょうしん,"parents (lit., both parents)",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,L.[<hVhM?f
料理,りょうり,cooking; cuisine,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,G!~TK}MKdj
