expression,reading,meaning,tags,guid
情勢,じょうせい,"state of things, condition, situation",JLPT_1 JLPT,MJ1D.[x{)c
消息,しょうそく,"news, letter, circumstances",JLPT_1 JLPT,u6>otPY%%b
承諾,しょうだく,"consent, agreement",JLPT_1 JLPT,qBKI4V%6RZ
情緒,じょうちょ,"emotion, feeling",JLPT_1 JLPT,k3To8MWJIl
情緒,じょうしょ,"emotion, feeling",JLPT_1 JLPT,tX-.yH%tsu
象徴,しょうちょう,symbol,JLPT_1 JLPT,Nr_Pr2R$>-
小児科,しょうにか,pediatrics,JLPT_1 JLPT,BV(PyO5`Xp
使用人,しようにん,"employee, servant",JLPT_1 JLPT,LygcFyOci?
情熱,じょうねつ,"passion, enthusiasm, zeal",JLPT_1 JLPT,I{iqV8B>VE
譲歩,じょうほ,"concession, conciliation, compromise",JLPT_1 JLPT,qTRRmo8`cg
条約,じょうやく,"treaty, pact",JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,mBj5_YKg@T
勝利,しょうり,"victory, triumph, win",JLPT_1 JLPT,G@C3MHqMp~
上陸,じょうりく,"landing, disembarkation",JLPT_1 JLPT,P?*6mTt|Ou
蒸溜,じょうりゅう,distillation,JLPT_1 JLPT,N0wHhg4iZ}
奨励,しょうれい,"encouragement, promotion",JLPT_1 JLPT,m8|HwkmQWl
ショー,ショー,show,JLPT_1 JLPT,i~@270zDDg
除外,じょがい,"exception, exclusion",JLPT_1 JLPT,An-_sCcDl?
職員,しょくいん,"staff member, personnel",JLPT_1 JLPT,"c/)%MF,^yx"
植民地,しょくみんち,colony,JLPT_1 JLPT,pqv+nRs.EA
職務,しょくむ,professional duties,JLPT_1 JLPT,M%7$<MDK;D
諸君,しょくん,"Gentlemen!, Ladies!",JLPT_1 JLPT,w8&8<Oq8q1
助言,じょげん,"advice, suggestion",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,jgva&{5Yv}
徐行,じょこう,going slowly,JLPT_1 JLPT,1}h4@}[.}
所在,しょざい,whereabouts,JLPT_1 JLPT,HYCS:(5sD5
所持,しょじ,"possession, owning",JLPT_1 JLPT,FFV#Fu]e{M
所属,しょぞく,"attached to, belong to",JLPT_1 JLPT,kcA;O>C=q2
処置,しょち,treatment,JLPT_1 JLPT,oElimwftu&
しょっちゅう,しょっちゅう,"always, constantly",JLPT_1 JLPT,qt.$TI&_S;
所定,しょてい,"fixed, prescribed",JLPT_1 JLPT,lE2*Emk;Hc
所得,しょとく,income,JLPT_1 JLPT,x{~.Tp:rb[
処罰,しょばつ,punishment,JLPT_1 JLPT,"gNz:>*,MG$"
初版,しょはん,first edition,JLPT_1 JLPT,fiRSr!;Y&A
書評,しょひょう,book review,JLPT_1 JLPT,x:`od~M8;V
処分,しょぶん,"disposal, dealing, punishment",JLPT_1 JLPT,ob921zNQ/x
庶民,しょみん,"masses, common people",JLPT_1 JLPT,m?>)`ISejw
庶務,しょむ,general affairs,JLPT_1 JLPT,ibnBaKrH9N
所有,しょゆう,"one's possessions, ownership",JLPT_1 JLPT,M/&X&72l%L
調べ,しらべ,"investigation, inspection",JLPT_1 JLPT,K1M}#OQ[$e
自立,じりつ,"independence, self-reliance",JLPT_1 JLPT,AxK*wI27?U
記す,しるす,"to note, to write down",JLPT_1 JLPT,IY#:UXg$YC
指令,しれい,"orders, instructions, directive",JLPT_1 JLPT,f3?Z1%=TF7
～心,～しん,mind of ~,JLPT_1 JLPT,jQ&{mv~mg}
陣,じん,"battle formation, camp, encampment",JLPT_1 JLPT,P;NE${7wn9
進化,しんか,"evolution, progress",JLPT_1 JLPT,N0sG+rp=}d
人格,じんかく,"personality, character",JLPT_1 JLPT,bv:L&X%{w_
審議,しんぎ,deliberation,JLPT_1 JLPT,ljmGvuxGK[
新婚,しんこん,newly-wed,JLPT_1 JLPT,kXZM5E]M1a
審査,しんさ,"judging, inspection, examination",JLPT_1 JLPT,Aov$8-^cUL
人材,じんざい,man of talent,JLPT_1 JLPT,C?4X*:ZTpD
紳士,しんし,gentleman,JLPT_1 JLPT,x9OmT9u38P
真実,しんじつ,"truth, reality",JLPT_1 JLPT,oVA.}`H~AT
信者,しんじゃ,"believer, devotee",JLPT_1 JLPT,xS[kK:ZdWC
真珠,しんじゅ,pearl,JLPT_1 JLPT,AK4RS}QdNe
進出,しんしゅつ,advancement,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,K-D|x_JFrP
心情,しんじょう,mentality,JLPT_1 JLPT,PHxCA~>U^}
新人,しんじん,"new face, newcomer",JLPT_1 JLPT,n<1jM&wYZ&
神聖,しんせい,"holiness, sacredness, dignity",JLPT_1 JLPT,N+v0O:SZ6<
親善,しんぜん,friendship,JLPT_1 JLPT,e$!ZsAnYeT
真相,しんそう,"truth, real situation",JLPT_1 JLPT,"IQ@9>LJ,&M"
迅速,じんそく,"quick, fast, prompt",JLPT_1 JLPT,g^-!|Cie-4
人体,じんたい,human body,JLPT_1 JLPT,wqIT;%IHe9
新築,しんちく,"new building, new construction",JLPT_1 JLPT,Ozg8V>5l.l
心中,しんじゅう,double suicide,JLPT_1 JLPT,H1pTQNX=9t
進呈,しんてい,presentation,JLPT_1 JLPT,CZ`K3:aqAR
進展,しんてん,"progress, development",JLPT_1 JLPT,b(>k}9=qxl
神殿,しんでん,"temple, sacred place",JLPT_1 JLPT,y(skY$ucA+
進度,しんど,progress,JLPT_1 JLPT,yu/)M8)V(L
振動,しんどう,"oscillation, vibration",JLPT_1 JLPT,sad?lNEJ3g
新入生,しんにゅうせい,"new student, first-year student, freshman",JLPT_1 Intermediate_Japanese_Ln.5 JLPT Intermediate_Japanese,x)<B[r6{jj
信任,しんにん,"trust, confidence, credence",JLPT_1 JLPT,"hWLnw4y,]t"
神秘,しんぴ,mystery,JLPT_1 JLPT,"N,Y7P[tIGQ"
辛抱,しんぼう,"patience, endurance",JLPT_1 JLPT,uU~=4Y)qMA
人民,じんみん,"people, public",JLPT_1 JLPT,nAw=2?(bZX
侵略,しんりゃく,"aggression, invasion, raid",JLPT_1 JLPT,hsxv1184OS
診療,しんりょう,medical examination and treatment,JLPT_1 JLPT,x1%iVb>rlb
粋,すい,essence,JLPT_1 JLPT,zsq|f`1Yv
水源,すいげん,source of river,JLPT_1 JLPT,n/^g6e7/@{
推進,すいしん,"propulsion, driving force",JLPT_1 JLPT,"J08-VaUM,s"
吹奏,すいそう,playing wind instruments,JLPT_1 JLPT,m]6xm=<uJ6
推測,すいそく,"guess, conjecture",JLPT_1 JLPT,zvP)r1F]3S
水田,すいでん,(water-filled) paddy field,JLPT_1 JLPT,v5ySQN]{G>
推理,すいり,"reasoning, inference, mystery or detective genre",JLPT_1 JLPT,jer`Bu/O84
数詞,すうし,numeral,JLPT_1 JLPT,p</Ez{aJ5+
崇拝,すうはい,"worship, adoration",JLPT_1 JLPT,Hw_TI!gx2(
据え付ける,すえつける,"to install, to equip, to mount",JLPT_1 JLPT,BP/>6=lZh5
据える,すえる,"to set, to lay, to place",JLPT_1 JLPT,t!g&pW29AZ
すがすがしい,すがすがしい,"fresh, refreshing",JLPT_1 JLPT,rK/?@VVUlf
救い,すくい,"help, aid, relief",JLPT_1 JLPT,qsOm7CX`b8
すくう (みずを～),すくう (みずを～),to scoop,JLPT_1 JLPT,iDqa!wq<Tq
健やか,すこやか,"vigorous, healthy, sound",JLPT_1 JLPT,"hH9J*t,rc_"
濯ぐ,すすぐ,"to rinse, to wash out",JLPT_1 JLPT,E0ffUY?7qt
進み,すすみ,progress,JLPT_1 JLPT,p1:(iOmlNJ
裾,すそ,"(trouser) cuff, (skirt) hem, cut edge of a hairdo",JLPT_1 JLPT,xF_(AQj}lF
スタジオ,スタジオ,studio,JLPT_1 JLPT,ic%[^BEKt/
スチーム,スチーム,steam,JLPT_1 JLPT,nXB;]AdyMC
ストライキ,ストライキ,strike,JLPT_1 JLPT,nf-SMH*rKm
スト,スト,(abbr.) strike,JLPT_1 JLPT,oc==H8k2kf
ストロー,ストロー,straw,JLPT_1 JLPT,A.~AmwkH4Z
ストロボ,ストロボ,"stroboscope (literally: strobo, strobe lamp, stroboscopic lamp)",JLPT_1 JLPT,rNiv+g8N.Q
すばしこい,すばしこい,"nimble, smart, quick",JLPT_1 JLPT,p[HsSa}_~h
素早い,すばやい,"fast, quick",JLPT_1 JLPT,qLzUXrbxxM
ずばり,ずばり,"decisively, unreservedly, frankly",JLPT_1 JLPT,zNubn^c5m8
スプリング,スプリング,spring,JLPT_1 JLPT,M&<1|Qyfm^
スペース,スペース,space,JLPT_1 JLPT,"mfYc5:,T$)"
ずぶぬれ,ずぶぬれ,"soaked, dripping wet",JLPT_1 JLPT,O=YLrvca-#
スポーツカー,スポーツカー,sports car,JLPT_1 JLPT,ILQ_{U)ioI
澄ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,o+[:%ypXAI
清ます,すます,"to clear, to make clear, to listen for",JLPT_1 JLPT,gWgE<)O|pN
済ます,すます,to finish; to settle; to do without,JLPT_1 JLPT,BI9b~SlUc1
すみやか,すみやか,speedy,JLPT_1 JLPT,MC/)GM9mOK
スラックス,スラックス,slacks,JLPT_1 JLPT,tpKEoAzoEC
ずらっと,ずらっと,"in a line, in a row",JLPT_1 JLPT,GHI-Z0iw2Q
ずるずる,ずるずる,"dragging on, sound of sniffling",JLPT_1 JLPT,xPdB)weA$j
ずれ,ずれ,"difference, gap",JLPT_1 JLPT,ml<Cz:NIm9
すれちがい,すれちがい,chance encounter,JLPT_1 JLPT,h}n%.0]G*]
擦れる,すれる,"to rub, to chafe",JLPT_1 JLPT,y1pczASP(>
すんなり,すんなり,"pass with no objection, slim, slender",JLPT_1 JLPT,c{rT9&J2OZ
生育,せいいく,"growth, development, breeding",JLPT_1 JLPT,A*eQ]~1bJ/
成育,せいいく,"growth, raising",JLPT_1 JLPT,A=.t}i>GW3
成果,せいか,"results, fruits",JLPT_1 JLPT,BVYQfcf%9
正解,せいかい,"correct, right answer, solution",JLPT_1 JLPT,Lt;.HzCJ&F
正義,せいぎ,"justice, right, righteousness",JLPT_1 JLPT,C*lSCCu$Is
生計,せいけい,"livelihood, living",JLPT_1 JLPT,sFe^vK-tW[
政権,せいけん,"(political) administration, political power",JLPT_1 JLPT,ySl]BBHxv|
星座,せいざ,constellation,JLPT_1 JLPT,v8-]C(eL~-
制裁,せいさい,"restraint, sanctions, punishment",JLPT_1 JLPT,"&>5Y-0M,/"
政策,せいさく,"political measures, policy",JLPT_1 JLPT,"hAD&H|lfX,"
生死,せいし,life and death,JLPT_1 JLPT,[jWyFv3NW
静止,せいし,"stillness, repose, standing still",JLPT_1 JLPT,o*g2}G_T7@
誠実,せいじつ,"sincere, honest, faithful",JLPT_1 JLPT,bL3/~B_@Jx
成熟,せいじゅく,"maturity, ripeness",JLPT_1 JLPT,mi&AvT*VW%
青春,せいしゅん,"youth, springtime of life, adolescent",JLPT_1 JLPT,r1RCkb<y|$
清純,せいじゅん,"purity, innocence",JLPT_1 JLPT,ONr5>]A5d|
聖書,せいしょ,Bible,JLPT_1 JLPT,Q@S9S%oEQ1
正常,せいじょう,"normalcy, normality, normal",JLPT_1 JLPT,wA-k/9L$M{
制する,せいする,"to control, to command",JLPT_1 JLPT,rf}l5O&Iya
整然,せいぜん,"orderly, regular, well-organized",JLPT_1 JLPT,PN>H*K1;6z
盛装,せいそう,"be dressed up, wear rich clothes",JLPT_1 JLPT,"NT,a6{jkV^"
盛大,せいだい,"grand, prosperous, magnificent",JLPT_1 JLPT,oA#/^#fynU
清濁,せいだく,"good and evil, purity and impurity",JLPT_1 JLPT,LIBty_QSI!
制定,せいてい,"enactment, establishment, creation",JLPT_1 JLPT,w/{{PKSO-l
静的,せいてき,static,JLPT_1 JLPT,qS/}NK^[E0
製鉄,せいてつ,iron manufacture,JLPT_1 JLPT,q1#~15/jx^
晴天,せいてん,fine weather,JLPT_1 JLPT,O`AKp9t/nh
正当,せいとう,"just, due, proper",JLPT_1 JLPT,KYfFW0c&^H
制服,せいふく,uniform,JLPT_1 JLPT,KjpnwgIuCJ
征服,せいふく,"conquest, subjugation, overcoming",JLPT_1 JLPT,UI+/g3/T<
製法,せいほう,"manufacturing method, recipe, formula",JLPT_1 JLPT,r$Viif`6:S
精密,せいみつ,"precise, exact, detailed, minute",JLPT_1 JLPT,k?w!_L!izK
税務署,ぜいむしょ,tax office,JLPT_1 JLPT,cu&VjhU0YM
制約,せいやく,"limitation, constraints",JLPT_1 JLPT,eGs}Rjdjyu
勢力,せいりょく,"influence, power, might, strength",JLPT_1 JLPT,jCKk=3Gx//
整列,せいれつ,"stand in a row, form a line",JLPT_1 JLPT,K=?{2[EdLY
セール,セール,sale,JLPT_1 JLPT,bTb.7j.bY0
急かす,せかす,"to hurry, to urge on",JLPT_1 JLPT,r25!gS/G>A
伜,せがれ,"son, my son",JLPT_1 JLPT,CVmDxN*tGx
責務,せきむ,"duty, obligation",JLPT_1 JLPT,ct_SCVUYk9
セクション,セクション,section,JLPT_1 JLPT,oE+>)~hYZ>
世辞,せじ,"flattery, compliment",JLPT_1 JLPT,i2*b#^+2.G
世帯,せたい,household,JLPT_1 JLPT,M;wkDh)_[-
是正,ぜせい,"correction, revision",JLPT_1 JLPT,r4z<%];90$
世代,せだい,generation,JLPT_1 JLPT,vXhkxYs)ro
切開,せっかい,"opening up, cutting through",JLPT_1 JLPT,j3{#e(JGO?
セックス,セックス,sex,JLPT_1 JLPT,p^XJZeb_m$
切実,せつじつ,"compelling, serious, severe, acute",JLPT_1 JLPT,"b(%wDAP,4<"
接触,せっしょく,"touch, contact",JLPT_1 JLPT,euP9o6khjK
接続詞,せつぞくし,conjunction,JLPT_1 JLPT,jxx/dj^^[F
設置,せっち,"establishment, institution",JLPT_1 JLPT,dTa#ev1!lY
折衷,せっちゅう,"compromise, cross, blending, eclecticism",JLPT_1 JLPT,z.Jdo5|UwK
設定,せってい,"establishment, creation",JLPT_1 JLPT,EL[q3!y3K%
説得,せっとく,persuasion,JLPT_1 JLPT,p@nzS4e%Pe
切ない,せつない,"painful, trying, sad",JLPT_1 JLPT,Op2N@ZY@PL
絶版,ぜっぱん,out of print,JLPT_1 JLPT,wscau>2!!B
設立,せつりつ,"establishment, foundation, institution",JLPT_1 JLPT,nV|*LLs6}!
攻め,せめ,"attack, offense",JLPT_1 JLPT,lp+Bg:0JY+
ゼリー,ゼリー,jelly,JLPT_1 JLPT,pUMI]4pC]5
セレモニー,セレモニー,ceremony,JLPT_1 JLPT,ElF~:n|$Dm
世論,せろん,public opinion,JLPT_1 JLPT,cn7+uG:k{Q
先,せん,"priority, precedence, previous",JLPT_1 JLPT,K[s:+C@-V{
繊維,せんい,"fiber, fiber, textile",JLPT_1 JLPT,IoI]vI^@?E
全快,ぜんかい,complete recovery of health,JLPT_1 JLPT,jMG%U5Y*b]
宣教,せんきょう,religious mission,JLPT_1 JLPT,t2!m+EN<kt
宣言,せんげん,"declaration, proclamation, announcement",JLPT_1 JLPT,N*Sn3]6F}u
戦災,せんさい,war damage,JLPT_1 JLPT,g*>*T{UX8V
専修,せんしゅう,specialization,JLPT_1 JLPT,iF/[EjL/PH
戦術,せんじゅつ,tactics,JLPT_1 JLPT,fClOu9u4S.
センス,センス,"sense (for music, style, tact, etc.)",JLPT_1 JLPT,kOf@Kc#S!?
潜水,せんすい,diving,JLPT_1 JLPT,kXmApIVn4{
全盛,ぜんせい,height of prosperity,JLPT_1 JLPT,PA4!?*R&)6
先代,せんだい,"family predecessor, previous age, previous generation",JLPT_1 JLPT,A@$Xh`C*#q
先だって,せんだって,"recently, the other day",JLPT_1 JLPT,bpeAMs`g=B
先着,せんちゃく,first arrival,JLPT_1 JLPT,s5`[<)lze/
前提,ぜんてい,"preamble, premise, prerequisite",JLPT_1 JLPT,M^(]5)Q28q
先天的,せんてんてき,"inherent, congenital, hereditary",JLPT_1 JLPT,e8-*cxos*(
前途,ぜんと,"future prospects, outlook, the journey ahead",JLPT_1 JLPT,rUv_dSLlLH
戦闘,せんとう,"battle, fight, combat",JLPT_1 JLPT,LE#Z8!)h7>
潜入,せんにゅう,"infiltration, sneaking in",JLPT_1 JLPT,jwMP<D<nu+
船舶,せんぱく,ship,JLPT_1 JLPT,yT?Wj-:Bft
全滅,ぜんめつ,annihilation,JLPT_1 JLPT,gs]{cpbeS;
専用,せんよう,"exclusive use, personal use",JLPT_1 JLPT,E|;c&Jmrd8
占領,せんりょう,"occupation, possession, have a room to oneself",JLPT_1 JLPT,N-V{tXojX`
善良,ぜんりょう,"goodness, excellence, virtue",JLPT_1 JLPT,eGNEV*g</#
戦力,せんりょく,war potential,JLPT_1 JLPT,jsYNJMtfV.
前例,ぜんれい,precedent,JLPT_1 JLPT,z6IRT7DoRm
相応,そうおう,"suitability, fitness",JLPT_1 JLPT,Cm`/n`5$^$
総会,そうかい,general meeting,JLPT_1 JLPT,v.Q]y8[=}p
創刊,そうかん,"launching (e.g., newspaper, first issue)",JLPT_1 JLPT,k7n}7cIr>q
雑木,ぞうき,"various kinds of small trees, assorted trees",JLPT_1 JLPT,K-dqvXawa`
早急,そうきゅう,urgent,JLPT_1 JLPT,xFEe8[1r^m
早急,さっきゅう,urgent,JLPT_1 JLPT,n`GeYo>FBk
増強,ぞうきょう,"reinforce, increase",JLPT_1 JLPT,"rV,>ZZ=T]Q"
送金,そうきん,"remittance, sending money",JLPT_1 JLPT,bDXNFraL0R
走行,そうこう,"running a wheeled vehicle (e.g., car, traveling)",JLPT_1 JLPT,E{T/IqjEfE
総合,そうごう,"synthesis, generalization",JLPT_1 JLPT,nY;2hmT##_
捜索,そうさく,"search (esp. for someone or something missing, investigation)",JLPT_1 JLPT,Q:2J1qwTVc
蔵相,ぞうしょう,Minister of Finance,JLPT_1 JLPT,fn1-ZB(4T-
装飾,そうしょく,ornament,JLPT_1 JLPT,QA)=&Wj6HM
増進,ぞうしん,"promoting, increase, advance",JLPT_1 JLPT,IZpN7AL;vh
相対,そうたい,relative,JLPT_1 JLPT,I!n?!w[?BY
壮大,そうだい,"magnificent, grand, majestic",JLPT_1 JLPT,"mVUTF,w/3&"
騒動,そうどう,"strife, riot, rebellion",JLPT_1 JLPT,f=viWAh8g@
遭難,そうなん,"disaster, shipwreck, accident",JLPT_1 JLPT,E:/^OnBk`
相場,そうば,"market price, speculation, estimation",JLPT_1 JLPT,sA7SWg(`IK
装備,そうび,equipment,JLPT_1 JLPT,k;e~1ueRAo
創立,そうりつ,"establishment, founding",JLPT_1 JLPT,jki@VUPP0r
添える,そえる,"to add to, to attach, to accompany",JLPT_1 JLPT,"h,nxD[s(P9"
ソース,ソース,source,JLPT_1 JLPT,tTpwt)2AmK
即座に,そくざに,"immediately, right away",JLPT_1 JLPT,P;B^M<8:(U
促進,そくしん,"promotion, acceleration, encouragement",JLPT_1 JLPT,qh4@1q0m.W
即する,そくする,"to conform to, to agree with, to be adapted to,",JLPT_1 JLPT,t:DoS~nc0!
束縛,そくばく,"restraint, restriction, confinement",JLPT_1 JLPT,l|/yaf0Kt?
側面,そくめん,"side, sidelight, lateral",JLPT_1 JLPT,g+c1Ex)t~@
損う,そこなう,"to harm, to hurt",JLPT_1 JLPT,lT+Npb!3tv
そこら,そこら,"everywhere, somewhere",JLPT_1 JLPT,sWp/2)qrjX
素材,そざい,"raw materials, subject matter",JLPT_1 JLPT,k+jer~`){}
阻止,そし,"obstruction, check, hindrance",JLPT_1 JLPT,H_Bg*f2w~u
訴訟,そしょう,"litigation, lawsuit",JLPT_1 JLPT,r473?K:c)w
育ち,そだち,"breeding, growth",JLPT_1 JLPT,I7y!o0nH<>
措置,そち,"measure, step",JLPT_1 JLPT,wm=Ne<1R~K
ソックス,ソックス,socks,JLPT_1 JLPT,bW`v0lIx&{
素っ気無い,そっけない,"cold, short, curt, blunt",JLPT_1 JLPT,m@~(NcJuf8
外方,そっぽ,look (or turn) the other way,JLPT_1 JLPT,mx1|xYC`zo
備え付ける,そなえつける,"to provide, to equip, to install",JLPT_1 JLPT,?a*256zVd
備わる,そなわる,to be furnished with,JLPT_1 JLPT,f0#k].O9>M
具わる,そなわる,to be furnished with,JLPT_1 JLPT,hS*=fc5g`d
聳える,そびえる,"to rise, to tower, to soar",JLPT_1 JLPT,N#XbC.4.6E
素朴,そぼく,"simplicity, artlessness, naivety",JLPT_1 JLPT,i)~;{+Y_4I
背く,そむく,"to run counter to, to go against",JLPT_1 JLPT,lwG+$Mpa}3
染まる,そまる,to be dyed,JLPT_1 JLPT,D^_/a/#sXJ
染める,そめる,"to dye, to color",JLPT_1 JLPT,"u,7!Dp;dsk"
そらす,そらす,"to bend, to warp",JLPT_1 JLPT,O/=U<S;HO[
そり (～にのる),そり (～にのる),"sleigh, sled",JLPT_1 JLPT,oD<qmOFt48
反る,そる,"to warp, to be warped, to curve",JLPT_1 JLPT,IJaW-#q2K8
それゆえ,それゆえ,"therefore, for that reason, so",JLPT_1 JLPT,fd1U3Eqd0z
ソロ,ソロ,solo,JLPT_1 JLPT,r<H?#?:lfS
揃い,そろい,"set, suit, uniform",JLPT_1 JLPT,d$?[e]vP*A
ぞんざい,ぞんざい,"rude, careless, slovenly",JLPT_1 JLPT,IV/~qgGGDy
損失,そんしつ,loss,JLPT_1 JLPT,q}vnE8Gq;U
存続,そんぞく,"duration, continuance",JLPT_1 JLPT,k--fc+@]/s
ダース,ダース,dozen,JLPT_1 JLPT,LJ)2+[0^`@
対応,たいおう,dealing with,JLPT_1 JLPT,KZnf.&v={U
大家,たいか,"rich family, distinguished family",JLPT_1 JLPT,Nrwns(8SbS
退化,たいか,"degeneration, retrogression",JLPT_1 JLPT,gPs^-F*IXX
大概,たいがい,"in general, mainly",JLPT_1 JLPT,h9/$[pq28V
体格,たいかく,"physique, constitution",JLPT_1 JLPT,F<F1njV;[$
大金,たいきん,large amount of money,JLPT_1 JLPT,m_p4U|6#<L
待遇,たいぐう,"treatment, reception",JLPT_1 JLPT,F5l%#d#e`l
対決,たいけつ,"confrontation, showdown",JLPT_1 JLPT,sKn[*vv=gw
体験,たいけん,personal experience,JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o%)Oc|W=Ka
対抗,たいこう,"opposition, antagonism",JLPT_1 JLPT,Rd@pS:`}f/
退治,たいじ,extermination,JLPT_1 JLPT,pC*Xx^dBSu
大衆,たいしゅう,general public,JLPT_1 JLPT,nog=kohV~>
対処,たいしょ,"deal with, cope",JLPT_1 JLPT,yMT#3SVsQ>
退職,たいしょく,retirement (from office),JLPT_1 JLPT,zj2z79]QG@
題する,だいする,to title,JLPT_1 JLPT,"F)V}e,NP?K"
態勢,たいせい,"attitude, conditions, tendency",JLPT_1 JLPT,q2.f(w/7&
対談,たいだん,"talk, dialogue",JLPT_1 JLPT,F(U~._UF.|
大胆,だいたん,"bold, daring, audacious",JLPT_1 JLPT,NiV/^uCv:g
対等,たいとう,equivalent,JLPT_1 JLPT,e2@L)L#}Hy
台無し,だいなし,"mess, spoiled, (come to) nothing",JLPT_1 JLPT,O<W!7i{%=i
滞納,たいのう,"non-payment, default",JLPT_1 JLPT,"EVFf,lL5*1"
対比,たいひ,"contrast, comparison",JLPT_1 JLPT,QS^fJ(5L6U
タイピスト,タイピスト,typist,JLPT_1 JLPT,rgU6t{db}6
大部,たいぶ,"most (e.g., most part, greater, fairly, a good deal, much)",JLPT_1 JLPT,M:e6p(bi4/
大便,だいべん,feces,JLPT_1 JLPT,bxG(1E~XYm
代弁,だいべん,speak for another,JLPT_1 JLPT,MRN2]i=t=d
待望,たいぼう,"long-expected, waiting",JLPT_1 JLPT,qE#$km{TWt
台本,だいほん,"libretto, scenario",JLPT_1 JLPT,RgJye)6k}y
タイマー,タイマー,timer,JLPT_1 JLPT,Jpmdj[Dy-8
怠慢,たいまん,"negligence, carelessness",JLPT_1 JLPT,o+E(5HE.HE
タイミング,タイミング,timing,JLPT_1 JLPT,xPwaZgIXR*
タイム,タイム,time,JLPT_1 JLPT,jbo*<.eMG[
タイムリー,タイムリー,"timely, run-batted-in (baseball), RBI",JLPT_1 JLPT,yP9[juCnL[
対面,たいめん,"interview, meeting",JLPT_1 JLPT,i`k./6SP4;
代用,だいよう,substitution,JLPT_1 JLPT,mu!!VPGcN/
体力,たいりょく,physical strength,JLPT_1 JLPT,k5)wZQr4>y
タイル,タイル,tile,JLPT_1 JLPT,ATn!+%/EU;
対話,たいわ,"conversation, dialogue",JLPT_1 JLPT,dArvNg;d~A
耐える,たえる,"to endure, to put up with",JLPT_1 JLPT,fX{nWJ2pLZ
堪える,たえる,"to endure, to put up with",JLPT_1 JLPT,Lk-i;aQnR+
絶える,たえる,"to die out, to become extinct",JLPT_1 JLPT,rTE!2k^D@
断える,たえる,"to cease, to become extinct",JLPT_1 JLPT,Qs%N8rxgY7
打開,だかい,"solution, breakthrough",JLPT_1 JLPT,mQ|SYI%fP]
焚火,たきび,(open) fire,JLPT_1 JLPT,LcA{{ZbodA
妥協,だきょう,"compromise, giving in",JLPT_1 JLPT,"s%Avc+h,O*"
たくましい,たくましい,"burly, strong, sturdy",JLPT_1 JLPT,"P8,W5KAJY/"
巧み,たくみ,"skill, cleverness",JLPT_1 JLPT,i]Z*A6(YX(
丈,たけ,"length, height",JLPT_1 JLPT,enuUDdn`y|
打撃,だげき,"blow, damage; batting (baseball)",JLPT_1 JLPT,"t;}gxU%<,g"
妥結,だけつ,agreement,JLPT_1 JLPT,l2ZF^5r/@.
駄作,ださく,poor work,JLPT_1 JLPT,Lw)j7o&?}o
足し算,たしざん,addition,JLPT_1 JLPT,iE/CUShX8n
多数決,たすうけつ,majority rule,JLPT_1 JLPT,"OJ~&,3EcJ/"
助け,たすけ,assistance,JLPT_1 JLPT,j0*?atjOa+
携わる,たずさわる,"to engage, to involve",JLPT_1 JLPT,McI/Z<qse(
漂う,ただよう,"to drift about, to float, to hang in air",JLPT_1 JLPT,bR^R=T^]/Z
立ち去る,たちさる,"to leave, to depart",JLPT_1 JLPT,x4xomzb{(l
立ち寄る,たちよる,"to stop by, to drop in for a short visit",JLPT_1 JLPT,"i~*^/,u.M%"
抱っこ,だっこ,(child's) hug,JLPT_1 JLPT,u]W;19*#xC
達者,たっしゃ,"skillful, in good health",JLPT_1 JLPT,QMO]Jn&?Ra
脱出,だっしゅつ,escape,JLPT_1 JLPT,rfK<qkCIf]
脱する,だっする,"to escape from, to get out",JLPT_1 JLPT,t;JPYpd=u$
達成,たっせい,achievement,JLPT_1 JLPT,y%qBRcv/jg
脱退,だったい,"secession, withdrawal",JLPT_1 JLPT,ncettC@%js
だったら,だったら,if it's the case,JLPT_1 JLPT,C/Y!eNd>%+
立て替える,たてかえる,"to pay in advance, to pay for another",JLPT_1 JLPT,kf$XJ8^ry/
建前,たてまえ,position; stance one takes in public; principle,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,L3SqCRekB4
奉る,たてまつる,"to offer, to do respectfully",JLPT_1 JLPT,f5~QK@<Z?-
だと,だと,if it's the case,JLPT_1 JLPT,AdbIr)ODQy
他動詞,たどうし,transitive verb (direct object),JLPT_1 JLPT,k%4*4&yY`0
辿り着く,たどりつく,"to reach, to make it somehow",JLPT_1 JLPT,g7HZru1rgh
辿る,たどる,"to follow (road, to pursue (course), to follow up",JLPT_1 JLPT,wGxS[a6&-W
束ねる,たばねる,"to tie up in a bundle, to control",JLPT_1 JLPT,f-6#7v|syX
だぶだぶ,だぶだぶ,"loose, baggy",JLPT_1 JLPT,gN6($!p`)9
他方,たほう,"another side, on the other hand",JLPT_1 JLPT,kBVB0U>~W;
多忙,たぼう,busy,JLPT_1 JLPT,&tDV5aeSi
給う,たまう,"to receive, to grant",JLPT_1 JLPT,o3qNRs#MmC
