expression,reading,meaning,tags,guid
改善,かいぜん,"betterment, improvement",JLPT JLPT_2 JLPT_3,fv+>GYURp:
快適,かいてき,"pleasant, agreeable",JLPT JLPT_2 JLPT_3,Bh^`k;OTy|
回復,かいふく,"recovery (from illness), rehabilitation, restoration",JLPT JLPT_2 JLPT_3,wc6OB#:n9.
飼う,かう,to keep; to own (a pet); to raise; to feed,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,wfURRt4tC[
帰す,かえす,to send back,JLPT JLPT_2 JLPT_3,LZ<.!]FC|8
代える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_2 JLPT_3,Ccj6!`~jPu
替える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_2 JLPT_3,"Fv2F,v+u]8"
換える,かえる,"to exchange, to interchange, to substitute",JLPT JLPT_3 JLPT_2 Genki_Ln.23 Genki,mmtj;wD(Zd
反る,かえる,"to warp, to be warped, to curve",JLPT JLPT_2 JLPT_3,"vDLMxa,sN/"
香り,かおり,"aroma, fragrance",JLPT JLPT_2 JLPT_3,me}_g<26n*
画家,がか,painter,JLPT JLPT_2 JLPT_3,Pl:-st.KZ+
抱える,かかえる,to hold or carry under or in the arms,JLPT JLPT_2 JLPT_3,"PQR[r=WB$,"
価格,かかく,"price, value",JLPT JLPT_2 JLPT_3,xFP@p4LxH5
化学,かがく,chemistry,JLPT JLPT_2 JLPT_3,Sh/.K7MGJ
輝く,かがやく,"to shine, to glitter, to sparkle",JLPT JLPT_2 JLPT_3,Dzyp)tD%e
係,かかり,person in charge,JLPT JLPT_2 JLPT_3,Q&QZSK._J<
罹る,かかる,to suffer from,JLPT JLPT_2 JLPT_3,h_Phc0xEm%
限る,かぎる,"to restrict, to limit, to confine",JLPT JLPT_2 JLPT_3,Ku)jdi.uTn
掻く,かく,to scratch,JLPT JLPT_2 JLPT_3,K):N$B19m+
描く,かく,"to draw, to depict, to describe",JLPT JLPT_2 JLPT_3,grO;5{y}I|
嗅ぐ,かぐ,"to sniff, to smell",JLPT JLPT_2 JLPT_3,vaKqc&PyP9
家具,かぐ,furniture,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,gqN}MYosw6
学,がく,"learning, knowledge",JLPT JLPT_2 JLPT_3,w:XhV>-rir
額,がく,amount; frame,JLPT JLPT_2 JLPT_3,iG]&$wbDKv
覚悟,かくご,"resolution, resignation, readiness",JLPT JLPT_2 JLPT_3,j/*:m6x0J)
確実,かくじつ,"certainty, reliability, soundness",JLPT JLPT_2 JLPT_3,Nzie2SM<&O
学者,がくしゃ,scholar,JLPT JLPT_2 JLPT_3,RamhNRc=y:
学習,がくしゅう,"study, learning",JLPT JLPT_2 JLPT_3,PHg7|5Zlfd
隠す,かくす,"to hide, to conceal",JLPT JLPT_2 JLPT_3,vMufH!:aAV
拡大,かくだい,"magnification, enlargement",JLPT JLPT_2 JLPT_3,f7kQq91Ua<
確認,かくにん,"affirmation, confirmation",JLPT JLPT_2 JLPT_3,kk{ITQ}D*5
学問,がくもん,"scholarship, study, learning",JLPT JLPT_2 JLPT_3,Jk{+Uk9@=d
隠れる,かくれる,"to hide, to be hidden",JLPT JLPT_2 JLPT_3,Iv9k~&!9Sa
影,かげ,"shade, shadow, other side",JLPT JLPT_2 JLPT_3,e~q8TnSV#A
陰,かげ,"shade, shadow, other side",JLPT JLPT_2 JLPT_3,JZ1GmL8t.y
欠ける,かける,to be lacking,JLPT JLPT_2 JLPT_3,c*r`UH]nG8
加減,かげん,adjustment; addition and subtraction,JLPT JLPT_2 JLPT_3,h.?lP}8!)~
過去,かこ,past,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"dbDE7?,;2l"
籠,かご,"basket, cage",JLPT JLPT_2 JLPT_3,nt-Kbv73>]
囲む,かこむ,"to surround, to encircle",JLPT JLPT_2 JLPT_3,"AC8Gt39]%,"
火災,かさい,"conflagration, fire",JLPT JLPT_2 JLPT_3,C?jW[uV]~u
重なる,かさなる,"to be piled up, lie on top of one another",JLPT JLPT_2 JLPT_3,qEGvs]3ApH
重ねる,かさねる,"to pile up, to put something on another, to heap up",JLPT JLPT_2 JLPT_3,i%7_$Pa~m]
飾り,かざり,decoration,JLPT JLPT_2 JLPT_3,b$htguAWNP
貸し,かし,"loan, lending",JLPT JLPT_2 JLPT_3,hK1t$y~&<
菓子,かし,"confectionery, sweet",JLPT JLPT_2 JLPT_3,uK+`Lg$t0E
家事,かじ,household matters; housework (same as 家の仕事 (いえのしごと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.22 Genki,oS4iCB;y-f
賢い,かしこい,"wise, clever, smart",JLPT JLPT_2 JLPT_3,rE7F6b61Rm
歌手,かしゅ,singer,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,NmC8EM=]mA
数,かず,"number, figure, amount",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,DD:chgc^KO
稼ぐ,かせぐ,"to earn income, to labor",JLPT JLPT_2 JLPT_3,rzTOas5wcB
数える,かぞえる,to count,JLPT JLPT_2 JLPT_3,J-q>{61#D9
型,かた,"mold, model, style",JLPT JLPT_2 JLPT_3,p8F!A2no<N
肩,かた,shoulder,JLPT JLPT_2 JLPT_3,dyYF&B&tH[
堅い,かたい,"hard, firm, solid",JLPT JLPT_2 JLPT_3,Pf^;5Zn/;l
硬い,かたい,"hard, firm, solid",JLPT JLPT_2 JLPT_3,"A5A<hg!,v}"
方々,かたがた,persons,JLPT JLPT_2 JLPT_3,hkfynYZJHd
片付く,かたづく,"to put in order, to solve",JLPT JLPT_2 JLPT_3,ijUQHB/ROv
刀,かたな,"sword, saber",JLPT JLPT_2 JLPT_3,E>:sV*K^8H
語る,かたる,"to talk, to tell, to recite",JLPT JLPT_2 JLPT_3,K~y=o(hWS(
勝ち,かち,"win, victory",JLPT JLPT_2 JLPT_3,f)TI}tuNi!
価値,かち,"value, worth, merit",JLPT JLPT_2 JLPT_3,B$%nCt/^FZ
がっかり,がっかり,"feel disappointed, be dejected, lose heart",JLPT JLPT_2 JLPT_3,r9|(w>UYj4
活気,かっき,vigor; liveliness; vitality; energy,JLPT Intermediate_Japanese JLPT_1 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,HUA^lTjb!P
楽器,がっき,musical instrument,JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki,zj[&tINbu_
学期,がっき,term (school),JLPT JLPT_2 JLPT_3,rPinGb_30Q
活動,かつどう,"action, activity",JLPT JLPT_2 JLPT_3,wt]>L`Ku^c
活躍,かつやく,activity,JLPT JLPT_2 JLPT_3,eCZu2QGL8i
活用,かつよう,conjugation; practical use,JLPT JLPT_2 JLPT_3,fVw4kRg|j)
仮定,かてい,"assumption, supposition, hypothesis",JLPT JLPT_2 JLPT_3,O=OdQ3=*sS
過程,かてい,process,JLPT JLPT_2 JLPT_3,x/zB4*S269
課程,かてい,"course, curriculum",JLPT JLPT_2 JLPT_3,"g,{yU7}}eo"
悲しむ,かなしむ,"to be sad, to mourn for, to regret",JLPT JLPT_2 JLPT_3,z^+]Gk=mf_
必ずしも,かならずしも,"(not) always, (not) necessarily",JLPT JLPT_2 JLPT_3,vW8w*Wj8S6
かなり,かなり,"considerably, fairly, quite",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,zc@WXAK&cO
金,かね,"gold, metal; money",JLPT JLPT_2 JLPT_3,sL^]E[vBWQ
鐘,かね,"bell, chime",JLPT JLPT_2 JLPT_3,uWo]p3>gV)
可能,かのう,"possible, practicable, feasible",JLPT JLPT_2 JLPT_3,s89#AFndfj
株,かぶ,stock; stump (of tree),JLPT JLPT_2 JLPT_3,i!::Yg?ZPB
被る,かぶる,to wear; to be covered with,JLPT JLPT_2 JLPT_3,KZvZ3xJvf=
我慢,がまん,"patience, endurance, perseverance",JLPT JLPT_2 JLPT_3,b.uAP*cO(_
上,かみ,first volume; superior quality; governmental,JLPT JLPT_2 JLPT_3,B2f-z2M%?X
神,かみ,god,JLPT JLPT_2 JLPT_3,bOG}3!+.y2
雷,かみなり,thunder,JLPT JLPT_2 JLPT_3,A`y:r{2n8V
髪の毛,かみのけ,hair (head),JLPT JLPT_2 JLPT_3,k>oV)Rt7]w
科目,かもく,"(school) subject, curriculum, course",JLPT JLPT_2 JLPT_3,mt1}<&PDy^
かもしれない,かもしれない,"maybe, perhaps",JLPT JLPT_2 JLPT_3,"fXI7dlE,H5"
かゆい,かゆい,"itchy, itching",JLPT JLPT_2 JLPT_3,i@bIkK/P`w
歌謡,かよう,"song, ballad",JLPT JLPT_2 JLPT_3,B8j5MHOl3a
空,から,empty,JLPT JLPT_2 JLPT_3,"LiJsM!pT#,"
殻,から,"shell, husk, hull",JLPT JLPT_2 JLPT_3,"F87p.DC4,p"
柄,がら,pattern; build; character,JLPT JLPT_2 JLPT_3,uk^tW>*afz
刈る,かる,"to cut (hair), to mow (grass), to harvest",JLPT JLPT_2 JLPT_3,ON/-tkLwG!
河,かわ,"river, stream",JLPT JLPT_2 JLPT_3,mIM2jXP:@M
皮,かわ,"skin, hide, leather",JLPT JLPT_2 JLPT_3,C<.^aCL_QG
革,かわ,leather,JLPT JLPT_2 JLPT_3,z`KQfm{h;f
可愛そう,かわいそう,"poor, pitiable, pathetic",JLPT JLPT_2 JLPT_3,jCbD|/Ou5e
可愛らしい,かわいらしい,"lovely, sweet",JLPT JLPT_2 JLPT_3,KYl^v5PK_;
乾かす,かわかす,to dry,JLPT JLPT_2 JLPT_3,JoU47]zU{d
渇く,かわく,to be thirsty,JLPT JLPT_2 JLPT_3,g:zQk;6g:U
代る,かわる,"to take the place of, to relieve, to be substituted for",JLPT JLPT_2 JLPT_3,f9j%&rI)[J
缶,かん,"can, tin",JLPT_1 JLPT JLPT_2 JLPT_3,fnx%_qW>Wk
勘,かん,"perception, intuition, the sixth sense",JLPT JLPT_2 JLPT_3,lle<t+CbfW
考え,かんがえ,"thinking, thought, ideas",JLPT JLPT_2 JLPT_3,ry3gkU$VWf
感覚,かんかく,"sense, sensation",JLPT JLPT_2 JLPT_3,"p)VaZN,wP="
間隔,かんかく,"space, interval, SPC",JLPT JLPT_2 JLPT_3,qbs8.xdCB<
観客,かんきゃく,"audience, spectator(s)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,j%h6<&[KnW
環境,かんきょう,"environment, circumstance",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,v:iQ;XlPLV
歓迎,かんげい,"welcome, reception",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,e6r/_jeu;I
観光,かんこう,sightseeing,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,n*g6UOKH98
観察,かんさつ,"observation, survey",JLPT JLPT_2 JLPT_3,q)XNacsL_{
感じ,かんじ,"feeling, sense, impression",JLPT JLPT_2 JLPT_3,w_sfjfQ#7V
感謝,かんしゃ,"thanks, gratitude",JLPT JLPT_2 JLPT_3,H)_*dziOH#
患者,かんじゃ,patient,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,ow]ljz^dy0
勘定,かんじょう,"calculation, counting, consideration",JLPT JLPT_2 JLPT_3,lT@?`jcn/-
感情,かんじょう,"emotion(s), feeling(s), sentiment",JLPT JLPT_2 JLPT_3,KwSZ]};@<N
感じる,かんじる,"to feel, to sense",JLPT JLPT_2 JLPT_3,"tat.#S,YWC"
感心,かんしん,admiration,JLPT JLPT_2 JLPT_3,Ll7N}.KB!4
関心,かんしん,"concern, interest",JLPT JLPT_2 JLPT_3,ugNZxV5.;6
関する,かんする,"to concern, to be related",JLPT JLPT_2 JLPT_3,j?=:~N:vEw
完成,かんせい,"complete, completion; perfection",JLPT JLPT_2 JLPT_3,Gz+d-Na>Wq
完全,かんぜん,"perfection, completeness",JLPT JLPT_2 JLPT_3,"mx8.$z,opn"
乾燥,かんそう,"dry, arid, dehydrated",JLPT JLPT_2 JLPT_3,o&PKDt@8.N
感想,かんそう,"(one's) impressions, (one's) thoughts",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,LSEXg:S7:(
感動,かんどう,"being deeply moved, excitement",JLPT JLPT_2 JLPT_3,mO)}<zEdx8
監督,かんとく,"supervision, control, (movie) director",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,J6H&uZ7Px>
管理,かんり,"control, management (e.g., of a business)",JLPT JLPT_2 JLPT_3,GKHgUyo>J7
完了,かんりょう,"completion, conclusion",JLPT JLPT_2 JLPT_3,nU7gs|>hqI
関連,かんれん,"relation, connection, relevance",JLPT JLPT_2 JLPT_3,qM07gcK[)f
議員,ぎいん,"member of the Diet, congress, or parliament",JLPT JLPT_2 JLPT_3,HgQ-~|%58x
記憶,きおく,"memory, recollection, remembrance",JLPT JLPT_2 JLPT_3,"E,/>3<s?|+"
気温,きおん,temperature (weather - not used for things),JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,BBA~snq[*i
機械,きかい,"machine, machinery",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"gbY2LYN_B,"
器械,きかい,instrument,JLPT JLPT_2 JLPT_3,l7Ho]DDWuu
議会,ぎかい,"Diet, congress, parliament",JLPT JLPT_2 JLPT_3,lGMTgzdnaN
期間,きかん,"period, term",JLPT JLPT_2 JLPT_3,iw;V~SjnTE
機関,きかん,"engine; institution, organization",JLPT JLPT_2 JLPT_3,OOR48r}N5c
企業,きぎょう,"industry, business, undertaking",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"m,c9$UCg]/"
効く,きく,to be effective,JLPT JLPT_2 JLPT_3,LC`=c%l]6(
期限,きげん,"deadline, term",JLPT JLPT_2 JLPT_3,DXtaD5za4M
機嫌,きげん,"humor, temper, mood",JLPT JLPT_2 JLPT_3,g?wFVr$Cb>
気候,きこう,climate,JLPT JLPT_2 JLPT_3,zi^=GdE6J`
岸,きし,"bank, coast, shore",JLPT JLPT_2 JLPT_3,hm_._Qp@I~
生地,きじ,fabric; dough,JLPT JLPT_2 JLPT_3,0J|w~z~jj
記事,きじ,"article, news story",JLPT JLPT_2 JLPT_3,D?VHH^x3x^
技師,ぎし,"engineer, technician",JLPT JLPT_2 JLPT_3,u=&Ix|N:mj
記者,きしゃ,reporter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,L%Xdco]ND%
傷,きず,"wound, injury, hurt",JLPT JLPT_2 JLPT_3,Q?7OEINT{!
期待,きたい,"expectation, anticipation, hope",JLPT JLPT_2 JLPT_3,q|E5|~(~TI
気体,きたい,"vapor, gas",JLPT JLPT_2 JLPT_3,BVN])vG*1F
帰宅,きたく,returning home,JLPT JLPT_2 JLPT_3,z!%Pu#*l7[
貴重,きちょう,"precious, valuable",JLPT JLPT_2 JLPT_3,i#)MEqHOiw
議長,ぎちょう,chairman,JLPT JLPT_2 JLPT_3,ivgef2]KwO
きちんと,きちんと,"precisely, accurately",JLPT JLPT_2 JLPT_3,"r#L,S)sfK&"
きつい,きつい,"tight, close, intense",JLPT JLPT_2 JLPT_3,j)>u~$9^*r
気付く,きづく,"to notice, to recognize, to become aware of",JLPT JLPT_2 JLPT_3,xDh?wq7iT8
気に入る,きにいる,"to like, to be please",JLPT JLPT_2 JLPT_3,"uegN*W,m$w"
記入,きにゅう,"entry, filling in of forms",JLPT JLPT_2 JLPT_3,vlEX%x--1.
記念,きねん,"commemoration, memory",JLPT JLPT_2 JLPT_3,H8>Vf=G.}w
機能,きのう,"function, faculty",JLPT JLPT_2 JLPT_3,QB(9=:5m2@
気の毒,きのどく,"pitiful, a pity",JLPT JLPT_2 JLPT_3,qiFq+*QK@q
寄付,きふ,"contribution, donation",JLPT JLPT_2 JLPT_3,P<<3-~akkr
希望,きぼう,"hope, wish, aspiration",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"rKl|qTb,g-"
基本,きほん,"basic, basis",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,r&MTg)%4_-
決まり,きまり,"settlement, conclusion, rule",JLPT JLPT_2 JLPT_3,DmsWlm^9ML
気味,きみ,"-like, -looking, -looked",JLPT JLPT_2 JLPT_3,iNru&P?85/
奇妙,きみょう,"strange, queer, curious",JLPT JLPT_2 JLPT_3,LWN?@8(b&a
義務,ぎむ,"duty, obligation, responsibility",JLPT JLPT_2 JLPT_3,Da7kYMio|S
疑問,ぎもん,"question, problem, doubt",JLPT JLPT_2 JLPT_3,zRRFu?JoKE
逆,ぎゃく,"reverse, opposite",JLPT JLPT_2 JLPT_3,EiDH#>VXk9
キャプテン,キャプテン,captain,JLPT JLPT_2 JLPT_3,pQT]>v52;$
キャンプ,キャンプ,camp,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,F4[L_8oSn
旧,きゅう,ex-,JLPT JLPT_2 JLPT_3,wKI{_3LgUf
級,きゅう,"class, grade, rank",JLPT JLPT_2 JLPT_3,ywhuZF1TJ0
球,きゅう,"globe, sphere, ball",JLPT JLPT_2 JLPT_3,P<LmV^}EUI
休暇,きゅうか,"vacation, holiday, day off",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,HtR8NVhhfe
休憩,きゅうけい,"rest, break, intermission",JLPT JLPT_2 JLPT_3,M?^9bN:14o
急激,きゅうげき,"sudden, precipitous, radical",JLPT JLPT_2 JLPT_3,bR.b24bzOE
吸収,きゅうしゅう,"absorption, suction",JLPT JLPT_2 JLPT_3,uP}=0<A&zm
救助,きゅうじょ,"relief, aid, rescue",JLPT JLPT_2 JLPT_3,x{|!Zu?h8!
急速,きゅうそく,"rapid (e.g., progress)",JLPT JLPT_2 JLPT_3,H*fw]->cqe
休息,きゅうそく,"rest, relief, relaxation",JLPT JLPT_2 JLPT_3,mFQb-ci%=n
急に,きゅうに,suddenly,JLPT JLPT_2 JLPT_3,nbPHpp}wLe
給料,きゅうりょう,"salary, wages",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,bFBKO):>Pu
器用,きよう,"skillful, handy",JLPT JLPT_2 JLPT_3,j>:wz+YD-O
教科書,きょうかしょ,textbook,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki,kkoTF|;.kp
競技,きょうぎ,"game, match, contest",JLPT JLPT_2 JLPT_3,c3-]g>CAR$
行儀,ぎょうぎ,manners,JLPT JLPT_2 JLPT_3,yCsCHa$b|3
供給,きょうきゅう,"supply, provision",JLPT JLPT_2 JLPT_3,H.&4r-|xC*
教授,きょうじゅ,"teaching, instruction; professor",JLPT JLPT_2 JLPT_3,j9WXPp%y<F
強調,きょうちょう,"emphasis, stress, stressed point",JLPT JLPT_2 JLPT_3,ekVG@ic`Qc
共通,きょうつう,"commonness, mutual",JLPT JLPT_2 JLPT_3,iNbpa<XIBY
共同,きょうどう,"cooperation, association, collaboration",JLPT JLPT_2 JLPT_3,M&4X!=%k6!
恐怖,きょうふ,"fear, terror",JLPT JLPT_2 JLPT_3,E^f~?uHKoJ
協力,きょうりょく,"cooperation, collaboration",JLPT JLPT_2 JLPT_3,C?Z%aW?GmJ
強力,きょうりょく,"powerful, strong",JLPT JLPT_2 JLPT_3,"o`2(1ZfJ,z"
許可,きょか,"permission, approval",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,xgOJVyt)!-
局,きょく,"office, bureau, station(TV, radio)",JLPT JLPT_2 JLPT_3,tQ0a`!@5U(
巨大,きょだい,"huge, gigantic, enormous",JLPT JLPT_2 JLPT_3,"xA&bS[Q4,y"
嫌う,きらう,"to hate, to dislike, to loathe",JLPT JLPT_2 JLPT_3,br%KM$_?V3
霧,きり,"fog, mist",JLPT JLPT_2 JLPT_3,xhY3{w-]xD
切れ,きれ,"cloth, piece, cut",JLPT JLPT_2 JLPT_3,no-N<tQ].O
切れる,きれる,"to cut well, to be sharp; to break (off)",JLPT JLPT_2 JLPT_3,vq3fa)$([j
記録,きろく,"record, minutes, document",JLPT JLPT_2 JLPT_3,E9&**2T5hb
議論,ぎろん,"argument, discussion, dispute",JLPT JLPT_2 JLPT_3,tHrivglW.I
金,きん,"gold, metal; money",JLPT JLPT_2 JLPT_3,}{gI`5unu
銀,ぎん,silver,JLPT JLPT_2 JLPT_3,r=)`V@J5eU
禁煙,きんえん,No Smoking,JLPT JLPT_2 JLPT_3,O$<^K)0$)}
金額,きんがく,amount of money,JLPT JLPT_2 JLPT_3,"MF#,QebEjl"
金庫,きんこ,"safe, vault",JLPT JLPT_2 JLPT_3,fW#b}db?aR
禁止,きんし,"prohibition, ban",JLPT JLPT_2 JLPT_3,Gdm1sTV(+-
金銭,きんせん,"money, cash",JLPT JLPT_2 JLPT_3,gfWr=5X>7*
金属,きんぞく,metal,JLPT JLPT_2 JLPT_3,y9?7a-hRGY
近代,きんだい,modern times,JLPT JLPT_2 JLPT_3,":<%,Q>)l%"
緊張,きんちょう,"tension, mental strain, nervousness",JLPT JLPT_2 JLPT_3,G?ovKqSJ{(
筋肉,きんにく,"muscle, sinews",JLPT JLPT_2 JLPT_3,rIZ[8xFGmr
金融,きんゆう,"finance, money and banking",JLPT JLPT_2 JLPT_3,ft);I1go9:
句,く,phrase,JLPT JLPT_2 JLPT_3,s#j6K^u/Ut
食う,くう,(male) (vulg.) to eat,JLPT JLPT_2 JLPT_3,m^2{l`XD/G
偶然,ぐうぜん,"(by) chance, unexpectedly",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,Bjglx^BH1F
臭い,くさい,"stinky, smelly, bad-smelling",JLPT JLPT_2 JLPT_3,wHN8;QJo.]
鎖,くさり,chain,JLPT JLPT_2 JLPT_3,cOg]TL4|L&
腐る,くさる,"to rot, to go bad",JLPT JLPT_2 JLPT_3,u_}*Hl&WiO
癖,くせ,"a habit (often a bad habit), peculiarity",JLPT JLPT_2 JLPT_3,Ae-]tyqPg+
管,くだ,"pipe, tube",JLPT JLPT_2 JLPT_3,pL(+IcFnzy
具体,ぐたい,"concrete, tangible, material",JLPT JLPT_2 JLPT_3,j&j}xVZwy2
下り,くだり,down-train (going away from Tokyo),JLPT JLPT_2 JLPT_3,ll}#-y;}nb
下る,くだる,"to get down, to descend",JLPT JLPT_2 JLPT_3,J8{HBuKP{o
苦痛,くつう,"pain, agony",JLPT JLPT_2 JLPT_3,"gHRe}_+,oB"
ぐっすり,ぐっすり,"sound asleep, fast asleep",JLPT JLPT_2 JLPT_3,p-l^nopeNF
区別,くべつ,"distinction, differentiation, classification",JLPT JLPT_2 JLPT_3,BvvL(+LdQJ
組,くみ,"class, team, set",JLPT JLPT_2 JLPT_3,Eo]xBl)F72
組合,くみあい,"association, union",JLPT JLPT_2 JLPT_3,yqy^)Y;[n3
組む,くむ,to put together,JLPT JLPT_2 JLPT_3,drFT5_xS_C
汲む,くむ,"to draw, to scoop, to pump",JLPT JLPT_2 JLPT_3,Q)1C!FL!I~
酌む,くむ,to serve sake,JLPT JLPT_2 JLPT_3,46h2Xe@mx
悔しい,くやしい,"regrettable, mortifying, vexing",JLPT JLPT_2 JLPT_3,rlXMK!]p!4
位,くらい,"grade, rank, about",JLPT JLPT_2 JLPT_3,n?/Ib+~G&7
暮らし,くらし,living; life style,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,ur3R:N98HP
クラシック,クラシック,classic(s),JLPT JLPT_2 JLPT_3,gWD`rMx`.V
暮らす,くらす,"to live, to get along",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,uz%a*.FY`[
グラス,グラス,glass; grass,JLPT JLPT_2 JLPT_3,"o%;,f2E00;"
グランド,グランド,"gland, grand, (electrical) ground",JLPT JLPT_2 JLPT_3,y<]BSgg>1B
クリーム,クリーム,cream,JLPT JLPT_2 JLPT_3,x%D6yIVKeG
繰り返す,くりかえす,"to repeat, to do something over again",JLPT JLPT_2 JLPT_3,x/V;r?ugpG
クリスマス,クリスマス,Christmas,JLPT Genki_Ln.14 JLPT_3 JLPT_2 Genki,qJB4cU<;.M
狂う,くるう,"to go mad, to get out of order",JLPT JLPT_2 JLPT_3,LFsc7Cxxu?
グループ,グループ,group,JLPT JLPT_2 JLPT_3,ml-qdb`4u(
苦しい,くるしい,tough; physically strenuous,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,o9TWr2(ugU
苦しむ,くるしむ,"to suffer, to groan, to be worried",JLPT JLPT_2 JLPT_3,JPH_;zI]Eb
暮れ,くれ,"year end,",JLPT JLPT_2 JLPT_3,J-H`.dV)Ya
苦労,くろう,hardship; suffering,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Qg]J+:tq@n
加える,くわえる,"to append, to sum up, to add (up)",JLPT JLPT_2 JLPT_3,uHR{k-Ggpv
咥える,くわえる,to hold something in the mouth,JLPT JLPT_2 JLPT_3,MP^AZ7xeUw
詳しい,くわしい,detailed; full; accurate,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,OydH!z!UV$
加わる,くわわる,"to join in, to accede to",JLPT JLPT_2 JLPT_3,C1e@=>t]o?
訓,くん,native Japanese reading of a Chinese character,JLPT JLPT_2 JLPT_3,bzc~15=D>r
軍,ぐん,"army, force, troops",JLPT JLPT_2 JLPT_3,snlGor1;5B
郡,ぐん,"country, district",JLPT JLPT_2 JLPT_3,bXy5Bz>=dm
軍隊,ぐんたい,"army, troops",JLPT JLPT_2 JLPT_3,ztU9>^6)?#
訓練,くんれん,"practice, training",JLPT JLPT_2 JLPT_3,FBWzrhuPIY
下,げ,"under, below, beneath",JLPT JLPT_2 JLPT_3,JgwryRe;fM
計,けい,"plan; sum, total",JLPT JLPT_2 JLPT_3,oeGx?<asd*
敬意,けいい,"respect, honor",JLPT JLPT_2 JLPT_3,PG>aot:bo~
経営,けいえい,"management, administration",JLPT JLPT_2 JLPT_3,b~su7M=0~@
景気,けいき,"condition, state, business (condition)",JLPT JLPT_2 JLPT_3,Ju%`{&u<L~
傾向,けいこう,"tendency, trend, inclination",JLPT JLPT_2 JLPT_3,j=d#Ly-}f$
警告,けいこく,warning,JLPT JLPT_2 JLPT_3,6frcgbqoo
計算,けいさん,"calculation, reckoning",JLPT JLPT_2 JLPT_3,uhjx!mhsp>
掲示,けいじ,"notice, bulletin",JLPT JLPT_2 JLPT_3,k:vtm*1T8E
刑事,けいじ,"criminal case, (police) detective",JLPT JLPT_2 JLPT_3,e8dFatK7SV
芸術,げいじゅつ,"(fine) art, the arts",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,pxydrozlB3
契約,けいやく,"contract, compact, agreement",JLPT JLPT_2 JLPT_3,rb+qu;iaOF
経由,けいゆ,"go by the way, via",JLPT JLPT_2 JLPT_3,iaYgH/NFbB
ケース,ケース,case,JLPT_1 JLPT JLPT_2 JLPT_3,tQq4Ps7@D>
ゲーム,ゲーム,game,JLPT JLPT_2 JLPT_3,"f6tl8,95d0"
劇,げき,"drama, play",JLPT JLPT_2 JLPT_3,Fj4m~K@AaE
劇場,げきじょう,"theater, playhouse",JLPT JLPT_2 JLPT_3,]#<%*v<%(
化粧,けしょう,make-up (cosmetic),JLPT JLPT_2 JLPT_3,kU@d`$tb#v
けち,けち,"stinginess, miser",JLPT JLPT_2 JLPT_3,s#8[d||F]p
